transID,userID,catID,transAmt,transDate,createdAt,updatedAt,transDesc,transPaymentMethod
fa7f4266-340d-4e6f-8492-d6ca54fff1e3,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,8.26,2025-08-18,2025-08-18 15:41:00.000000,2025-08-18 15:41:00.000000,Concert,Cash
2b76ad70-52cc-4012-9e00-215e55d8852d,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,10.26,2025-08-18,2025-08-18 10:06:00.000000,2025-08-18 10:06:00.000000,McDonald's,EZ-Link
df2fc356-671d-44da-9531-12e952715e3e,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,7.05,2025-08-18,2025-08-18 20:42:00.000000,2025-08-18 20:42:00.000000,transport,Credit Card
1c1cb134-ee57-4983-9157-ccc0cd291438,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2.68,2025-08-18,2025-08-18 06:18:00.000000,2025-08-18 06:18:00.000000,Movie tickets,Credit Card
78be8a81-30e0-4682-b83b-beef9f75b023,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,1.0,2025-08-18,2025-08-18 14:16:00.000000,2025-08-18 14:16:00.000000,transport,PayNow
cf7b8217-d5e5-4604-9f34-a496bb392b37,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,4.79,2025-08-20,2025-08-20 11:24:00.000000,2025-08-20 11:24:00.000000,McDonald's,Credit Card
7c1724e4-794e-4191-9b6f-0d422af3737f,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,5.19,2025-08-20,2025-08-20 21:04:00.000000,2025-08-20 21:04:00.000000,Bubble tea,Credit Card
0c098c85-7616-49f6-9494-43e975a6ea2a,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,9.59,2025-08-21,2025-08-21 12:17:00.000000,2025-08-21 12:17:00.000000,Netflix subscription,EZ-Link
264bb52d-735a-4624-b012-95e4c5fded79,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,8.11,2025-08-21,2025-08-21 09:13:00.000000,2025-08-21 09:13:00.000000,Petrol,Cash
36322ebe-6a52-48ce-b287-3ce2a37851b4,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,4.05,2025-08-21,2025-08-21 20:58:00.000000,2025-08-21 20:58:00.000000,Bus fare,Bank Transfer
adbb7a0a-7725-42a8-ba16-b557a3761694,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,5.73,2025-08-21,2025-08-21 06:39:00.000000,2025-08-21 06:39:00.000000,MRT fare to work,Cash
7e0fab68-3090-4a5a-b71c-3c5e2a69fd5b,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,11.89,2025-08-22,2025-08-22 06:07:00.000000,2025-08-22 06:07:00.000000,Netflix subscription,Credit Card
117c3879-9b40-4b5c-aa83-5eb2b66f4281,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,7.91,2025-08-22,2025-08-22 08:33:00.000000,2025-08-22 08:33:00.000000,transport,EZ-Link
69c89c42-53c5-4188-aa6d-2737de52ada3,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,6.53,2025-08-22,2025-08-22 20:18:00.000000,2025-08-22 20:18:00.000000,Taxi,Credit Card
671fef50-c6a1-49f4-b9ab-e77a553f7151,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,7.5,2025-08-22,2025-08-22 11:24:00.000000,2025-08-22 11:24:00.000000,Lunch at food court,Credit Card
de36d790-8344-4df5-94c1-cf8d18404089,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,9.99,2025-08-23,2025-08-23 10:32:00.000000,2025-08-23 10:32:00.000000,Petrol,PayNow
0abe0849-2bb1-4d75-9901-6aab3c3e0c1f,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,9.02,2025-08-24,2025-08-24 18:26:00.000000,2025-08-24 18:26:00.000000,Dinner at hawker center,Bank Transfer
846796c4-2043-488c-94ad-34c734a9d27a,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,12.29,2025-08-24,2025-08-24 17:28:00.000000,2025-08-24 17:28:00.000000,Bubble tea,Cash
80933924-0848-434b-8feb-bd6a0e16504e,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,11.07,2025-08-25,2025-08-25 09:41:00.000000,2025-08-25 09:41:00.000000,Snacks,Bank Transfer
95b544a1-caa1-4e45-abce-c7de0a78442d,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,10.21,2025-08-25,2025-08-25 09:24:00.000000,2025-08-25 09:24:00.000000,Taxi,PayNow
4471a4e3-6d36-4cb4-bad5-a423ce3e6889,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,38.05,2025-08-26,2025-08-26 09:39:00.000000,2025-08-26 09:39:00.000000,Phone bill,Cash
e7225c36-55e5-4ff5-91e5-7a46e7669de5,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,8.84,2025-08-26,2025-08-26 18:25:00.000000,2025-08-26 18:25:00.000000,Netflix subscription,Credit Card
b8367547-a0ef-4365-b9aa-21179fefb3b4,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,5.26,2025-08-26,2025-08-26 16:09:00.000000,2025-08-26 16:09:00.000000,Snacks,Credit Card
f5eae4ca-28ce-4f5b-9615-e391d8da905a,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,7.13,2025-08-27,2025-08-27 08:57:00.000000,2025-08-27 08:57:00.000000,transport,Credit Card
69cd6fbd-a6b6-418d-8fd8-709d46f75a1a,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,5.19,2025-08-27,2025-08-27 07:40:00.000000,2025-08-27 07:40:00.000000,Dinner,Bank Transfer
b5ac5b24-b55f-4138-8f93-eb2417f19e06,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,12.76,2025-08-28,2025-08-28 10:05:00.000000,2025-08-28 10:05:00.000000,Spotify,Credit Card
d28dc693-1021-4888-baeb-642fcf96739a,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,14.32,2025-08-28,2025-08-28 17:14:00.000000,2025-08-28 17:14:00.000000,Grab ride,Credit Card
f4cac178-d3c6-43c4-b8ff-fd99754f906f,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,11.8,2025-08-28,2025-08-28 16:01:00.000000,2025-08-28 16:01:00.000000,Coffee,Credit Card
6f3711d1-e125-4eb2-a6d2-d4c600a49140,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,8.43,2025-08-29,2025-08-29 20:22:00.000000,2025-08-29 20:22:00.000000,Taxi,EZ-Link
c420d613-9758-4d8c-bea3-abc61043433c,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,12.79,2025-08-29,2025-08-29 14:11:00.000000,2025-08-29 14:11:00.000000,Coffee,Bank Transfer
5a3d963f-5887-432a-862c-f70dd9d165fa,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2.68,2025-08-29,2025-08-29 14:51:00.000000,2025-08-29 14:51:00.000000,Lunch at food court,PayNow
3ba4d964-4d4e-4f23-9220-bee1fab12458,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,7.24,2025-08-30,2025-08-30 14:31:00.000000,2025-08-30 14:31:00.000000,Dinner at hawker center,Credit Card
7f74c8ee-5bf6-4961-8397-551704e3c890,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,7.15,2025-08-30,2025-08-30 06:45:00.000000,2025-08-30 06:45:00.000000,Concert,Bank Transfer
0bb987ef-43ff-4498-a5fd-b053b71264c9,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,8.99,2025-08-30,2025-08-30 12:01:00.000000,2025-08-30 12:01:00.000000,Bubble tea,EZ-Link
83ab997d-48d4-4a5d-9177-eac4467640da,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,52.1,2025-08-30,2025-08-30 14:40:00.000000,2025-08-30 14:40:00.000000,Water bill,EZ-Link
caa8d90e-f923-4e70-ad5f-ee346c7c6de8,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,4.14,2025-08-30,2025-08-30 13:42:00.000000,2025-08-30 13:42:00.000000,Taxi,Credit Card
adff5c54-2eb9-421b-a966-f87610d53597,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,3.85,2025-08-31,2025-08-31 18:16:00.000000,2025-08-31 18:16:00.000000,Dinner,Credit Card
93cf8450-d269-406b-a03b-ce64e1e9d8f1,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,4.79,2025-08-31,2025-08-31 08:01:00.000000,2025-08-31 08:01:00.000000,Dinner,EZ-Link
11dc2ef0-bd52-47b6-a2a4-bd21f175b279,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,11.92,2025-08-31,2025-08-31 09:25:00.000000,2025-08-31 09:25:00.000000,Lunch at food court,Bank Transfer
ae5fd481-728c-4390-8c8c-cff602f60f7f,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,4.5,2025-08-31,2025-08-31 20:56:00.000000,2025-08-31 20:56:00.000000,Spotify,Cash
0a57cc5d-ec27-497e-978c-2c4cdab7f12b,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,12.23,2025-09-01,2025-09-01 15:16:00.000000,2025-09-01 15:16:00.000000,Spotify,Credit Card
98f57342-b22f-4270-8766-e77c7860e710,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,10.79,2025-09-01,2025-09-01 12:24:00.000000,2025-09-01 12:24:00.000000,Petrol,Bank Transfer
8bc4af9f-389c-4736-9c78-3b4792def7cb,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,11.56,2025-09-02,2025-09-02 13:36:00.000000,2025-09-02 13:36:00.000000,Netflix subscription,Credit Card
d87f9cf6-10f0-4f4b-ae73-638a3f625086,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,1.01,2025-09-02,2025-09-02 18:37:00.000000,2025-09-02 18:37:00.000000,Netflix subscription,Credit Card
9935e78d-d744-4bc2-b7ef-a594bcb35246,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,3.58,2025-09-02,2025-09-02 18:29:00.000000,2025-09-02 18:29:00.000000,Taxi,Bank Transfer
9f0624fd-ae96-4006-aeee-38db3b568f38,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,9.04,2025-09-02,2025-09-02 10:37:00.000000,2025-09-02 10:37:00.000000,Dinner,PayNow
e73d29dd-91e1-4671-b345-ea7bf55a73f2,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,6.12,2025-09-02,2025-09-02 07:57:00.000000,2025-09-02 07:57:00.000000,Lunch at food court,EZ-Link
e5ecbfcc-28af-4153-b026-9fcb8a7fc9e4,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,8.74,2025-09-03,2025-09-03 21:42:00.000000,2025-09-03 21:42:00.000000,MRT fare to work,Credit Card
ce5aa43d-e47a-40a8-8171-3302482bd0b3,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,4.93,2025-09-03,2025-09-03 12:22:00.000000,2025-09-03 12:22:00.000000,MRT fare to work,EZ-Link
d8c1288b-0786-431b-99fc-94caac2408fa,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,13.83,2025-09-04,2025-09-04 10:56:00.000000,2025-09-04 10:56:00.000000,Snacks,EZ-Link
2ef18f95-8a06-43dc-a76f-1817ed15e763,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,8.8,2025-09-04,2025-09-04 09:25:00.000000,2025-09-04 09:25:00.000000,Lunch,Bank Transfer
cd049b79-f6fa-415c-8bbd-f82a88136fb3,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,1.55,2025-09-05,2025-09-05 19:20:00.000000,2025-09-05 19:20:00.000000,transport,Cash
a7a4a246-563e-438c-842b-144f9a6f7ce7,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,11.47,2025-09-05,2025-09-05 17:04:00.000000,2025-09-05 17:04:00.000000,MRT fare to work,EZ-Link
34532daa-1e7a-4ac8-8807-04423b2cdfb4,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,9.71,2025-09-05,2025-09-05 21:15:00.000000,2025-09-05 21:15:00.000000,Petrol,Bank Transfer
32417060-d22f-41af-86eb-1040ed99ae5a,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,11.41,2025-09-05,2025-09-05 22:06:00.000000,2025-09-05 22:06:00.000000,Dinner,PayNow
5b20b37d-82ba-4da4-9a41-168335455e89,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,11.47,2025-09-07,2025-09-07 08:16:00.000000,2025-09-07 08:16:00.000000,Bubble tea,EZ-Link
ec18d4e0-3a0d-499b-a922-0274b19522e5,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,3.33,2025-09-07,2025-09-07 11:06:00.000000,2025-09-07 11:06:00.000000,Lunch,EZ-Link
6a33a9a9-3bbb-4beb-8cd5-8dae4afc6dc1,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,5.62,2025-09-08,2025-09-08 06:20:00.000000,2025-09-08 06:20:00.000000,Taxi,Bank Transfer
2e0e58a8-9ec1-44e4-a9a6-771b49567c9c,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,5.12,2025-09-08,2025-09-08 06:10:00.000000,2025-09-08 06:10:00.000000,Spotify,Cash
42ba4553-9fcb-48b6-a84c-38705bfef6ed,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,7.44,2025-09-08,2025-09-08 18:17:00.000000,2025-09-08 18:17:00.000000,Netflix subscription,Cash
79a6ed06-3770-4bad-a33f-04aa456d8dff,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,8.25,2025-09-08,2025-09-08 07:03:00.000000,2025-09-08 07:03:00.000000,Game purchase,Bank Transfer
96ea0f15-c591-426b-849c-eabe56830944,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,4.83,2025-09-08,2025-09-08 14:09:00.000000,2025-09-08 14:09:00.000000,Coffee,Credit Card
0d863652-0802-482b-b497-3f02717dbef6,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,1.0,2025-09-09,2025-09-09 09:54:00.000000,2025-09-09 09:54:00.000000,Netflix subscription,EZ-Link
32c9935a-668d-4975-80e4-d254813c2aa4,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,3.81,2025-09-09,2025-09-09 13:10:00.000000,2025-09-09 13:10:00.000000,Bus fare,PayNow
74c326f7-babe-4381-98a0-882e76a7b527,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,11.88,2025-09-10,2025-09-10 06:49:00.000000,2025-09-10 06:49:00.000000,Lunch at food court,Cash
deb619b6-5c90-4cb2-922f-3495bac67c2b,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,48.65,2025-09-10,2025-09-10 09:31:00.000000,2025-09-10 09:31:00.000000,Water bill,Cash
8aec2f89-2be9-4595-9084-3193345fd059,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,8.05,2025-09-10,2025-09-10 14:45:00.000000,2025-09-10 14:45:00.000000,Bus fare,Cash
b66abe81-07fe-4706-89cb-2f27512eb0ec,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,14.8,2025-09-11,2025-09-11 14:44:00.000000,2025-09-11 14:44:00.000000,Bubble tea,PayNow
8744e3a3-e2cc-48b6-83dc-362ca1733562,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,12.31,2025-09-11,2025-09-11 10:51:00.000000,2025-09-11 10:51:00.000000,Snacks,EZ-Link
861bff57-b73b-4ba3-bd92-31475dac4189,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,11.66,2025-09-11,2025-09-11 18:14:00.000000,2025-09-11 18:14:00.000000,Game purchase,EZ-Link
800dacf3-686f-4386-8d0e-80889baa1edf,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,5.05,2025-09-12,2025-09-12 08:50:00.000000,2025-09-12 08:50:00.000000,Taxi,PayNow
68239cac-d09c-4b52-a8b1-6db8c417372d,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,11.36,2025-09-12,2025-09-12 10:27:00.000000,2025-09-12 10:27:00.000000,Snacks,Bank Transfer
fa564216-2ddf-42d5-a4ec-ca9de7a3d60e,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,11.22,2025-09-12,2025-09-12 21:45:00.000000,2025-09-12 21:45:00.000000,Snacks,Credit Card
d0088b3c-7222-4407-89db-13088f486f0b,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,16.92,2025-09-12,2025-09-12 09:54:00.000000,2025-09-12 09:54:00.000000,Concert,Cash
d1ffcf9d-9263-431f-bfe5-9f373da56812,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,8.33,2025-09-13,2025-09-13 15:25:00.000000,2025-09-13 15:25:00.000000,Dinner,EZ-Link
a652f840-1ee7-4894-8c6a-fdc691c563ff,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,6.15,2025-09-13,2025-09-13 13:38:00.000000,2025-09-13 13:38:00.000000,Netflix subscription,Cash
33d0e4af-eafc-4761-b658-2fc3b0333434,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,9.19,2025-09-13,2025-09-13 08:20:00.000000,2025-09-13 08:20:00.000000,MRT fare to work,Credit Card
c47a87a3-3a88-40d2-b2ea-4247f2deb763,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,8.35,2025-09-14,2025-09-14 16:49:00.000000,2025-09-14 16:49:00.000000,Movie tickets,EZ-Link
8a3c82a8-420d-4b74-96f9-57398493d3c5,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,13.89,2025-09-14,2025-09-14 09:17:00.000000,2025-09-14 09:17:00.000000,Bus fare,Cash
f521b286-4c95-4da0-960c-fc96d1cfc762,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,11.96,2025-09-14,2025-09-14 18:42:00.000000,2025-09-14 18:42:00.000000,Taxi,EZ-Link
b8f2a8fc-e9f4-4ef6-976b-3c27ec16ba29,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,5.43,2025-09-14,2025-09-14 11:13:00.000000,2025-09-14 11:13:00.000000,McDonald's,Bank Transfer
05bee7a1-2241-4523-a4c2-adf9112e113a,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,15.46,2025-09-14,2025-09-14 09:36:00.000000,2025-09-14 09:36:00.000000,popular,Bank Transfer
34953cc8-d54c-4548-b61a-876ba1622d68,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,13.6,2025-09-15,2025-09-15 12:43:00.000000,2025-09-15 12:43:00.000000,Coffee,PayNow
61ce2e29-55df-4add-843c-4bc6b5c591f5,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2.67,2025-09-15,2025-09-15 15:24:00.000000,2025-09-15 15:24:00.000000,Spotify,Credit Card
9c261934-fd49-4160-bccd-d65a208dcb12,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,7.46,2025-09-16,2025-09-16 13:55:00.000000,2025-09-16 13:55:00.000000,Movie tickets,Bank Transfer
f9586b9b-9b33-4bc6-9c64-ed21622fc372,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,10.02,2025-09-17,2025-09-17 15:58:00.000000,2025-09-17 15:58:00.000000,Coffee,Cash
475707da-dc9e-4b8b-afa8-39e13ec79796,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,16.75,2025-09-17,2025-09-17 08:13:00.000000,2025-09-17 08:13:00.000000,Dinner,PayNow
f1cd05e5-9f74-4cf2-b221-b1feeac9bfdb,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,9.09,2025-09-18,2025-09-18 07:10:00.000000,2025-09-18 07:10:00.000000,transport,PayNow
f3e25482-471a-4e5d-a0e8-78b5a0f88847,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,8.62,2025-09-18,2025-09-18 21:38:00.000000,2025-09-18 21:38:00.000000,lunchh,PayNow
343989ea-07d6-4df8-b1eb-6f4ec0bf4ed7,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,6.44,2025-09-18,2025-09-18 06:33:00.000000,2025-09-18 06:33:00.000000,Dinner at hawker center,Bank Transfer
4eb9667e-b4b4-45e2-972f-201b8727ee83,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,12.23,2025-09-19,2025-09-19 14:27:00.000000,2025-09-19 14:27:00.000000,Concert,EZ-Link
278ae065-632f-41d3-8f02-ab2bdf4b583a,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,6.07,2025-09-20,2025-09-20 11:31:00.000000,2025-09-20 11:31:00.000000,transport,Bank Transfer
15edaf44-f0a1-4acd-95f2-3e07066c8979,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,9.99,2025-09-20,2025-09-20 12:12:00.000000,2025-09-20 12:12:00.000000,Game purchase,Bank Transfer
75f43c80-8116-4f84-8192-d99943fb537d,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,3.66,2025-09-20,2025-09-20 11:23:00.000000,2025-09-20 11:23:00.000000,Movie tickets,Cash
2e84a6be-51bd-4d8d-af33-85519c0f90e8,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,7.78,2025-09-20,2025-09-20 21:44:00.000000,2025-09-20 21:44:00.000000,Taxi,Cash
03b9962b-e004-4723-8b6d-be4a9981eefb,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,5.75,2025-09-21,2025-09-21 13:45:00.000000,2025-09-21 13:45:00.000000,transport,Cash
ad0734a2-9e8c-4c82-b30f-40ca5b0be301,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,9.64,2025-09-21,2025-09-21 17:56:00.000000,2025-09-21 17:56:00.000000,Netflix subscription,Cash
554c5618-09da-4d04-a10f-7417fb105252,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,13.72,2025-09-21,2025-09-21 15:34:00.000000,2025-09-21 15:34:00.000000,Spotify,EZ-Link
6a5962e9-de58-41c1-9f9a-6955d27ffc0b,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,11.69,2025-09-21,2025-09-21 15:24:00.000000,2025-09-21 15:24:00.000000,Movie tickets,Bank Transfer
b95fc0d6-a503-4148-89e9-8b82fac904f0,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,6.02,2025-09-22,2025-09-22 20:12:00.000000,2025-09-22 20:12:00.000000,Bus fare,PayNow
e172018c-59f6-49dc-9a52-e26def7c3ef0,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,18.12,2025-09-22,2025-09-22 09:42:00.000000,2025-09-22 09:42:00.000000,popular,EZ-Link
9035a435-4c73-4af8-94cd-b41c63a5c326,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,8.97,2025-09-22,2025-09-22 16:02:00.000000,2025-09-22 16:02:00.000000,Grab ride,Credit Card
bc3bc2b1-cee0-4e46-897c-1006ddce2150,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,9.58,2025-09-23,2025-09-23 17:42:00.000000,2025-09-23 17:42:00.000000,Lunch,Credit Card
8ae6561a-75c0-44a9-a232-61f1629a3c74,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,46.36,2025-09-23,2025-09-23 20:11:00.000000,2025-09-23 20:11:00.000000,Internet bill payment,Credit Card
ff12e235-9230-4474-9d73-8f170a3c0ca2,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,7.26,2025-09-23,2025-09-23 06:03:00.000000,2025-09-23 06:03:00.000000,Bus fare,EZ-Link
f8a8c482-7c58-4e77-8ac6-d6d1abc42f2e,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,6.72,2025-09-24,2025-09-24 16:19:00.000000,2025-09-24 16:19:00.000000,Concert,Cash
b875f640-c656-4a29-9533-fb0ec3fc2593,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,12.19,2025-09-24,2025-09-24 21:34:00.000000,2025-09-24 21:34:00.000000,Bubble tea,Bank Transfer
