budgetID,userID,catID,budgetStartDate,budgetEndDate,budgetLimit,budgetName,budgetDesc,budgetFreq
6fc12ea5-9cad-4a7c-a7d3-788f89044c1b,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-05-10,2026-06-09,170.62,Utilities Budget,Monthly utilities spending,monthly
91a34890-3a18-4bee-9478-81a886ce5d6c,550e8400-e29b-41d4-a716-446655440000,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-06-10,2026-07-09,285.28,Food & Dining Budget,Monthly food & dining spending,monthly
2705927a-c65b-4531-b191-dad9ba1adf10,550e8400-e29b-41d4-a716-446655440000,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-06-10,2026-07-09,89.85,Entertainment Budget,Monthly entertainment spending,monthly
d9a92107-b8f9-43c6-972a-991addd73795,550e8400-e29b-41d4-a716-446655440000,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-06-10,2026-07-09,164.42,Utilities Budget,Monthly utilities spending,monthly
5721eb73-decf-4ef8-96e9-ed4c57c4aaa3,550e8400-e29b-41d4-a716-446655440000,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-06-10,2026-07-09,125.53,Transport Budget,Monthly transport spending,monthly
dc90b698-71ed-4c40-8f49-a3ac254ce990,5e474781-79a2-456f-a011-d63ab8c3917c,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-07-10,2025-08-09,211.07,Utilities Budget,Monthly utilities spending,monthly
11fec23b-2fb6-45be-a76f-0385d611d936,5e474781-79a2-456f-a011-d63ab8c3917c,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-07-10,2025-08-09,349.63,Food & Dining Budget,Monthly food & dining spending,monthly
7a0235b3-5dab-40b0-a9b1-f02e3b87b511,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-07-10,2025-08-09,150.39,Transport Budget,Monthly transport spending,monthly
c7af16f4-4140-436a-adff-44559b3b82f8,5e474781-79a2-456f-a011-d63ab8c3917c,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-08-10,2025-09-09,178.14,Entertainment Budget,Monthly entertainment spending,monthly
64ac1bc0-c2bc-4d6a-b018-4e17706a321a,5e474781-79a2-456f-a011-d63ab8c3917c,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-08-10,2025-09-09,299.72,Food & Dining Budget,Monthly food & dining spending,monthly
b13903e5-26de-40b1-94f3-2c86c1ba1f89,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-08-10,2025-09-09,102.88,Transport Budget,Monthly transport spending,monthly
ca11450a-6b06-4d08-9b80-da4c6265fc2d,5e474781-79a2-456f-a011-d63ab8c3917c,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-08-10,2025-09-09,259.19,Utilities Budget,Monthly utilities spending,monthly
a902f9ae-ef70-4594-b48d-dd7b5e890792,5e474781-79a2-456f-a011-d63ab8c3917c,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-09-10,2025-10-09,323.81,Food & Dining Budget,Monthly food & dining spending,monthly
900fbf8b-2ade-45e8-8d8b-40b538b4b12f,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-09-10,2025-10-09,168.21,Transport Budget,Monthly transport spending,monthly
ae1d245c-61c5-4a49-aea5-50a3123f9cd2,5e474781-79a2-456f-a011-d63ab8c3917c,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-10-10,2025-11-09,106.04,Entertainment Budget,Monthly entertainment spending,monthly
3573229d-2d54-44e4-a1f4-86aefe3f756e,5e474781-79a2-456f-a011-d63ab8c3917c,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-10-10,2025-11-09,427.13,Food & Dining Budget,Monthly food & dining spending,monthly
accffdc9-cfef-4901-b096-fdd577bca28b,5e474781-79a2-456f-a011-d63ab8c3917c,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-11-10,2025-12-09,181.86,Entertainment Budget,Monthly entertainment spending,monthly
b7d2d47f-a493-4ebd-b1b6-1015d3120683,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-11-10,2025-12-09,181.37,Transport Budget,Monthly transport spending,monthly
5f2de8b5-9a24-4f1f-837b-d049a2d53c38,5e474781-79a2-456f-a011-d63ab8c3917c,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-12-10,2026-01-09,279.47,Food & Dining Budget,Monthly food & dining spending,monthly
a2dbf943-d6ab-4c3b-9f5c-538ad1fb59a5,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-12-10,2026-01-09,182.89,Transport Budget,Monthly transport spending,monthly
b41b9df1-6fb8-4491-b3f5-2100aecac91c,5e474781-79a2-456f-a011-d63ab8c3917c,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-12-10,2026-01-09,106.58,Entertainment Budget,Monthly entertainment spending,monthly
c08a3b82-6b4a-4844-bd2b-827e0051057b,5e474781-79a2-456f-a011-d63ab8c3917c,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-12-10,2026-01-09,225.4,Utilities Budget,Monthly utilities spending,monthly
4965e17a-bb62-43a6-aa32-32bd21ae556a,5e474781-79a2-456f-a011-d63ab8c3917c,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-01-10,2026-02-09,156.79,Utilities Budget,Monthly utilities spending,monthly
29fa9010-a825-4901-bc85-552f956af3e8,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-01-10,2026-02-09,119.24,Transport Budget,Monthly transport spending,monthly
ab8ed3de-0b9c-4564-bd39-23d4f5b07e7f,5e474781-79a2-456f-a011-d63ab8c3917c,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-01-10,2026-02-09,229.02,Food & Dining Budget,Monthly food & dining spending,monthly
c350a605-4d6c-446c-b736-da1e9a3a600b,5e474781-79a2-456f-a011-d63ab8c3917c,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-01-10,2026-02-09,137.99,Entertainment Budget,Monthly entertainment spending,monthly
0ce7e744-c70f-4f22-b90a-4eb4c6f99919,5e474781-79a2-456f-a011-d63ab8c3917c,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-02-10,2026-03-09,271.16,Utilities Budget,Monthly utilities spending,monthly
c94a9588-4b7d-4474-8a26-c56d82b2cf54,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-02-10,2026-03-09,169.7,Transport Budget,Monthly transport spending,monthly
bb5960bc-36ea-4505-82ce-7b8bbdc71b10,5e474781-79a2-456f-a011-d63ab8c3917c,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-02-10,2026-03-09,62.56,Entertainment Budget,Monthly entertainment spending,monthly
f1800967-6aea-4f02-b46d-208125ec31c1,5e474781-79a2-456f-a011-d63ab8c3917c,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-03-10,2026-04-09,222.84,Utilities Budget,Monthly utilities spending,monthly
2182f887-4708-4d81-9b8f-89b40fa2b5ce,5e474781-79a2-456f-a011-d63ab8c3917c,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-03-10,2026-04-09,165.42,Entertainment Budget,Monthly entertainment spending,monthly
e43691b9-6588-4724-9a3e-c74f87737c98,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-03-10,2026-04-09,178.62,Transport Budget,Monthly transport spending,monthly
f17a4a8e-607e-4d62-8123-0d3e038e846f,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-04-10,2026-05-09,169.54,Transport Budget,Monthly transport spending,monthly
ee62324d-e6aa-4fe6-877f-7a2f9617350c,5e474781-79a2-456f-a011-d63ab8c3917c,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-04-10,2026-05-09,57.58,Entertainment Budget,Monthly entertainment spending,monthly
e1fc4c87-e42e-4451-949b-0d64a85eb990,5e474781-79a2-456f-a011-d63ab8c3917c,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-04-10,2026-05-09,280.01,Utilities Budget,Monthly utilities spending,monthly
ac24d27c-629e-419b-aa16-7a8876f7c4d8,5e474781-79a2-456f-a011-d63ab8c3917c,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-04-10,2026-05-09,227.99,Food & Dining Budget,Monthly food & dining spending,monthly
c7fb53b2-71b1-41e4-9907-ac7fed98ed8c,5e474781-79a2-456f-a011-d63ab8c3917c,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-05-10,2026-06-09,248.06,Utilities Budget,Monthly utilities spending,monthly
d28c1ac1-73d3-4234-9658-96f3fdeb3cc4,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-05-10,2026-06-09,154.5,Transport Budget,Monthly transport spending,monthly
74704a37-e6bc-4a56-9210-89e157eec971,5e474781-79a2-456f-a011-d63ab8c3917c,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-05-10,2026-06-09,125.64,Entertainment Budget,Monthly entertainment spending,monthly
5d5cf174-f042-4bfb-bca2-e2eee95b05c9,5e474781-79a2-456f-a011-d63ab8c3917c,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-06-10,2026-07-09,160.63,Transport Budget,Monthly transport spending,monthly
1c57e0e2-ede6-432d-a59a-9e2cbb47d010,5e474781-79a2-456f-a011-d63ab8c3917c,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-06-10,2026-07-09,187.18,Food & Dining Budget,Monthly food & dining spending,monthly
6cb599dc-b11c-4f25-b11a-f480e58d3c14,86716dc1-061e-4879-bd5b-ab4701d22dc6,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-07-10,2025-08-09,332.97,Food & Dining Budget,Monthly food & dining spending,monthly
c2692b60-e199-4a1d-bb3c-a7a0ab63b77c,86716dc1-061e-4879-bd5b-ab4701d22dc6,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-07-10,2025-08-09,69.17,Entertainment Budget,Monthly entertainment spending,monthly
60e789be-279a-4f9d-9331-e7dcbbe4ba7d,86716dc1-061e-4879-bd5b-ab4701d22dc6,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-08-10,2025-09-09,254.07,Food & Dining Budget,Monthly food & dining spending,monthly
c533662f-ea2d-4f72-b97e-a4bde808f07e,86716dc1-061e-4879-bd5b-ab4701d22dc6,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-08-10,2025-09-09,216.89,Utilities Budget,Monthly utilities spending,monthly
62799a52-745c-4d36-a0a3-4599c5279ecb,86716dc1-061e-4879-bd5b-ab4701d22dc6,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-08-10,2025-09-09,67.68,Entertainment Budget,Monthly entertainment spending,monthly
89d090d1-6fcb-407f-936a-3e631030787a,86716dc1-061e-4879-bd5b-ab4701d22dc6,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-09-10,2025-10-09,120.38,Utilities Budget,Monthly utilities spending,monthly
89855afc-d077-49af-9792-056cfc1b6ae8,86716dc1-061e-4879-bd5b-ab4701d22dc6,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-09-10,2025-10-09,203.44,Transport Budget,Monthly transport spending,monthly
e323a110-f35a-4164-a595-582f386ad8c1,86716dc1-061e-4879-bd5b-ab4701d22dc6,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-09-10,2025-10-09,92.9,Entertainment Budget,Monthly entertainment spending,monthly
f9a46e36-d671-4b2e-adcc-da3d3e429061,86716dc1-061e-4879-bd5b-ab4701d22dc6,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-10-10,2025-11-09,207.07,Food & Dining Budget,Monthly food & dining spending,monthly
8054d945-265f-444d-9c5d-efe2bd411a91,86716dc1-061e-4879-bd5b-ab4701d22dc6,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-10-10,2025-11-09,139.71,Transport Budget,Monthly transport spending,monthly
a212bc5d-5916-4792-b180-e3d0d5afa89f,86716dc1-061e-4879-bd5b-ab4701d22dc6,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-11-10,2025-12-09,311.03,Food & Dining Budget,Monthly food & dining spending,monthly
94412543-fc39-49b4-8fc7-5287058eb1fe,86716dc1-061e-4879-bd5b-ab4701d22dc6,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-11-10,2025-12-09,143.12,Entertainment Budget,Monthly entertainment spending,monthly
fc92caa3-2ba8-4437-ba8b-fb7f18276fe4,86716dc1-061e-4879-bd5b-ab4701d22dc6,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-11-10,2025-12-09,214.04,Transport Budget,Monthly transport spending,monthly
534cb361-3668-4677-a503-f26bf08fa1e9,86716dc1-061e-4879-bd5b-ab4701d22dc6,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-12-10,2026-01-09,209.07,Utilities Budget,Monthly utilities spending,monthly
4628ed87-3572-4602-8add-b050c4a4b66c,86716dc1-061e-4879-bd5b-ab4701d22dc6,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-12-10,2026-01-09,305.19,Food & Dining Budget,Monthly food & dining spending,monthly
70a993db-3b66-49bf-adbf-013c76ef9aa3,86716dc1-061e-4879-bd5b-ab4701d22dc6,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-01-10,2026-02-09,264.43,Food & Dining Budget,Monthly food & dining spending,monthly
4edaf024-da1f-4055-927e-cc612fcaea29,86716dc1-061e-4879-bd5b-ab4701d22dc6,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-01-10,2026-02-09,172.8,Utilities Budget,Monthly utilities spending,monthly
0e9d20a2-0038-49df-8fa0-548a456422dc,86716dc1-061e-4879-bd5b-ab4701d22dc6,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-01-10,2026-02-09,109.46,Entertainment Budget,Monthly entertainment spending,monthly
fa649c0e-648e-4c82-aef3-9198b0d4a625,86716dc1-061e-4879-bd5b-ab4701d22dc6,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-01-10,2026-02-09,141.58,Transport Budget,Monthly transport spending,monthly
b8af851f-9bd9-4ef4-a9a8-dacea1d38a6d,86716dc1-061e-4879-bd5b-ab4701d22dc6,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-02-10,2026-03-09,263.76,Food & Dining Budget,Monthly food & dining spending,monthly
88549e64-b3e2-464f-9e31-1fad9777b10f,86716dc1-061e-4879-bd5b-ab4701d22dc6,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-02-10,2026-03-09,98.03,Entertainment Budget,Monthly entertainment spending,monthly
9243787e-f72f-4222-af31-0a7182c0f9b5,86716dc1-061e-4879-bd5b-ab4701d22dc6,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-02-10,2026-03-09,182.9,Transport Budget,Monthly transport spending,monthly
020a063c-0d38-43a2-8a55-080fc77a4fab,86716dc1-061e-4879-bd5b-ab4701d22dc6,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-03-10,2026-04-09,187.02,Utilities Budget,Monthly utilities spending,monthly
37a48a4d-b3b3-4d2d-8891-ec8a7be84d7b,86716dc1-061e-4879-bd5b-ab4701d22dc6,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-03-10,2026-04-09,331.48,Food & Dining Budget,Monthly food & dining spending,monthly
49a8cd00-dfaf-4d38-bff4-a7a749525955,86716dc1-061e-4879-bd5b-ab4701d22dc6,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-03-10,2026-04-09,245.61,Transport Budget,Monthly transport spending,monthly
9d0b8882-2022-4794-b9cb-32e63ec36f63,86716dc1-061e-4879-bd5b-ab4701d22dc6,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-04-10,2026-05-09,152.52,Transport Budget,Monthly transport spending,monthly
4848c3ea-6bc4-4c5b-8f07-f02c5e37dcaf,86716dc1-061e-4879-bd5b-ab4701d22dc6,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-04-10,2026-05-09,122.79,Entertainment Budget,Monthly entertainment spending,monthly
4fb8cb2d-c55f-4010-adeb-9635b4aa671d,86716dc1-061e-4879-bd5b-ab4701d22dc6,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-05-10,2026-06-09,276.88,Food & Dining Budget,Monthly food & dining spending,monthly
1990d07b-cfb2-4d77-9573-17618345a23e,86716dc1-061e-4879-bd5b-ab4701d22dc6,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-05-10,2026-06-09,131.55,Transport Budget,Monthly transport spending,monthly
eecc452e-5dd8-493a-96e4-5bba008f3a56,86716dc1-061e-4879-bd5b-ab4701d22dc6,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-05-10,2026-06-09,204.45,Entertainment Budget,Monthly entertainment spending,monthly
e6b2469a-80cf-4c22-b3c3-6f5d7c9b4d4c,86716dc1-061e-4879-bd5b-ab4701d22dc6,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-05-10,2026-06-09,227.47,Utilities Budget,Monthly utilities spending,monthly
e048f04d-db38-4a4f-88ba-43d6700683fc,86716dc1-061e-4879-bd5b-ab4701d22dc6,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-06-10,2026-07-09,304.26,Food & Dining Budget,Monthly food & dining spending,monthly
036fd25c-f8fa-4419-ae69-5dca1d1fda69,86716dc1-061e-4879-bd5b-ab4701d22dc6,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-06-10,2026-07-09,100.54,Entertainment Budget,Monthly entertainment spending,monthly
24fca37b-c6d4-4fb7-8754-9ec113ac89b9,86716dc1-061e-4879-bd5b-ab4701d22dc6,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-06-10,2026-07-09,208.3,Utilities Budget,Monthly utilities spending,monthly
5991a56c-bab0-4177-bf9d-133072944916,86716dc1-061e-4879-bd5b-ab4701d22dc6,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-06-10,2026-07-09,176.55,Transport Budget,Monthly transport spending,monthly
2e2b52fd-3c50-4ead-9d1f-b5b5be9216fe,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-07-10,2025-08-09,272.13,Food & Dining Budget,Monthly food & dining spending,monthly
ca7d39bf-4708-46db-a92d-0edfe049302d,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-07-10,2025-08-09,131.33,Transport Budget,Monthly transport spending,monthly
2a1d0789-b142-4419-a992-aeaaf387510e,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-07-10,2025-08-09,185.78,Utilities Budget,Monthly utilities spending,monthly
f62360df-bf2e-498e-b800-e05203d5f6fa,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-08-10,2025-09-09,214.48,Utilities Budget,Monthly utilities spending,monthly
d9899482-4de9-422b-a284-3dca95d50b7e,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-08-10,2025-09-09,334.88,Food & Dining Budget,Monthly food & dining spending,monthly
8849fe28-859c-48a4-bc10-b402a06210f6,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-09-10,2025-10-09,333.1,Food & Dining Budget,Monthly food & dining spending,monthly
738f0f87-0546-47a6-b6d5-e7584c788a71,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-09-10,2025-10-09,91.59,Entertainment Budget,Monthly entertainment spending,monthly
05108b76-93fd-4e60-ad50-646fc220bc95,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-10-10,2025-11-09,185.29,Utilities Budget,Monthly utilities spending,monthly
43fdd648-f8af-45c6-beed-84e01fdd1eaa,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-10-10,2025-11-09,98.09,Entertainment Budget,Monthly entertainment spending,monthly
32281e33-2dfa-473f-93da-60a59b69aec2,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-10-10,2025-11-09,362.62,Food & Dining Budget,Monthly food & dining spending,monthly
7c3a155d-9dbc-432e-b47d-c4dd2e7bf1e4,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2025-10-10,2025-11-09,156.87,Transport Budget,Monthly transport spending,monthly
466e0733-2a11-4f8b-959c-188ec40df91f,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-11-10,2025-12-09,153.02,Entertainment Budget,Monthly entertainment spending,monthly
9941639f-c6d7-41d9-9b79-ddf22e9d5828,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-11-10,2025-12-09,348.81,Food & Dining Budget,Monthly food & dining spending,monthly
922bd2bd-fabd-4d10-9934-6a2f302eeb42,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-12-10,2026-01-09,252.22,Utilities Budget,Monthly utilities spending,monthly
845c1b1c-8175-458b-8572-a8a52dfdac9f,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-12-10,2026-01-09,301.26,Food & Dining Budget,Monthly food & dining spending,monthly
72b08034-5f49-4bfe-b5dc-d8badc32d104,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-01-10,2026-02-09,132.97,Entertainment Budget,Monthly entertainment spending,monthly
c00211ea-28ba-4d7f-b3e4-914cb9d36315,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-01-10,2026-02-09,194.79,Utilities Budget,Monthly utilities spending,monthly
a46529ea-7e8c-4189-a181-bd6f5288321d,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-01-10,2026-02-09,305.82,Food & Dining Budget,Monthly food & dining spending,monthly
8d2b9419-d591-496a-b865-d7e4e0bd7681,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-02-10,2026-03-09,143.81,Entertainment Budget,Monthly entertainment spending,monthly
0821528e-6278-4deb-b5a4-2cb7c25921f0,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-02-10,2026-03-09,239.64,Food & Dining Budget,Monthly food & dining spending,monthly
39d889c7-d19f-4300-a198-2d65c1e311f8,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-02-10,2026-03-09,113.57,Transport Budget,Monthly transport spending,monthly
696a75e0-60d4-43e5-9fdd-daa1f34f224a,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-02-10,2026-03-09,246.32,Utilities Budget,Monthly utilities spending,monthly
70911e1a-7f4d-49b0-ac09-c676b28a67ca,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-03-10,2026-04-09,151.67,Entertainment Budget,Monthly entertainment spending,monthly
73fb257a-2149-4b7a-9d00-aa0f920cf029,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-03-10,2026-04-09,299.27,Food & Dining Budget,Monthly food & dining spending,monthly
7c2edc11-34b9-41c1-9049-2392f3689e93,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-03-10,2026-04-09,123.08,Transport Budget,Monthly transport spending,monthly
01fef6f8-f261-4fcb-a893-f2ea0d2f07de,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-03-10,2026-04-09,203.03,Utilities Budget,Monthly utilities spending,monthly
e4e7c9e3-989e-41f1-aa22-36ff1c08e2aa,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-04-10,2026-05-09,92.91,Entertainment Budget,Monthly entertainment spending,monthly
5ad9cc73-e627-4b1e-9010-a91ad2bffb9c,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-04-10,2026-05-09,125.24,Transport Budget,Monthly transport spending,monthly
9f4862e2-6cad-4112-bc23-86037851876a,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,26834e16-112d-49cd-bdc2-f5c8c7c1144e,2026-05-10,2026-06-09,140.36,Transport Budget,Monthly transport spending,monthly
775a22d5-caef-4d29-8c0c-b9fd4da5d6e2,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-05-10,2026-06-09,303.33,Food & Dining Budget,Monthly food & dining spending,monthly
d80ec66d-06df-4e4b-963c-0061325c2320,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,6dab2073-ff40-4704-8a15-0d3593de8c52,2026-06-10,2026-07-09,303.61,Food & Dining Budget,Monthly food & dining spending,monthly
e235bc9b-c5d7-4684-b1d3-a57d25a6a118,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2026-06-10,2026-07-09,222.36,Utilities Budget,Monthly utilities spending,monthly
01992107-0934-478e-9c2d-6a9491c5b5f6,a9d199d2-4a92-4ecf-b3eb-573bbdbc8c18,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2026-06-10,2026-07-09,154.9,Entertainment Budget,Monthly entertainment spending,monthly
98c1d8d8-84c9-4f98-b738-26eed987647e,bbeb7d1c-4820-481a-84b6-302371fb9a50,6dab2073-ff40-4704-8a15-0d3593de8c52,2025-07-10,2025-08-09,369.26,Food & Dining Budget,Monthly food & dining spending,monthly
9a12b39c-bbcc-41a0-b2fb-3c3874e60dfa,bbeb7d1c-4820-481a-84b6-302371fb9a50,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-07-10,2025-08-09,100.9,Entertainment Budget,Monthly entertainment spending,monthly
36c0d894-4bab-4409-9d6d-3f7d1f9fc7ef,bbeb7d1c-4820-481a-84b6-302371fb9a50,51efabd6-edc4-48c6-8e69-a4d2cc58ca34,2025-08-10,2025-09-09,93.43,Entertainment Budget,Monthly entertainment spending,monthly
167b2985-3f42-4e21-aff5-b0448395dc86,bbeb7d1c-4820-481a-84b6-302371fb9a50,e5844fa7-c620-4d55-a4b4-2b4d437950fb,2025-08-10,2025-09-09,254.4,Utilities Budget,Monthly utilities spending,monthly
